seconds,0,,ta,0,ba,0
seconds,1.3990000000000002,,lightning,ba,90,45
seconds,1.4250000000000003,,lightning,t1,255,48
seconds,1.4470000000000003,,lightning,ba,90,43
seconds,1.4730000000000003,,lightning,t0,255,43
seconds,1.5010000000000003,,lightning,ba,90,46
seconds,1.5230000000000004,,lightning,t5,255,48
seconds,1.5440000000000003,,lightning,ba,90,49
seconds,1.5640000000000003,,lightning,t1,255,42
seconds,1.5920000000000003,,lightning,ba,90,46
seconds,1.6180000000000003,,lightning,t5,255,41
seconds,1.6430000000000002,,lightning,ba,90,46
seconds,1.6670000000000003,,lightning,t4,255,47
seconds,1.6870000000000003,,lightning,ba,90,43
seconds,1.7070000000000003,,lightning,t1,255,42
seconds,1.7370000000000003,,lightning,ba,90,46
seconds,1.7600000000000002,,lightning,t0,255,43
seconds,1.7800000000000002,,lightning,ba,90,46
seconds,1.8100000000000003,,lightning,t5,255,50
seconds,1.8300000000000003,,lightning,ba,90,46
seconds,1.8590000000000002,,lightning,t4,255,42
seconds,1.8790000000000002,,lightning,ba,90,48
seconds,1.9090000000000003,,lightning,t0,255,46
seconds,1.9360000000000002,,lightning,ba,90,43
seconds,1.965,,lightning,t4,255,45
seconds,1.991,,lightning,ba,90,50
seconds,2.0140000000000002,,lightning,t0,255,41
seconds,2.044,,lightning,ba,90,46
seconds,2.066,,lightning,t4,255,45
seconds,2.0869999999999997,,lightning,ba,90,43
seconds,2.1129999999999995,,lightning,t1,255,50
seconds,2.1339999999999995,,lightning,ba,90,50
seconds,2.1559999999999993,,lightning,t0,255,48
seconds,2.180999999999999,,lightning,ba,90,48
seconds,2.2039999999999993,,lightning,t1,255,42
seconds,2.232999999999999,,lightning,ba,90,44
seconds,2.261999999999999,,lightning,t5,255,49
seconds,2.287999999999999,,lightning,ba,90,41
seconds,2.315999999999999,,lightning,t1,255,45
seconds,2.344999999999999,,lightning,ba,90,48
seconds,2.3669999999999987,,lightning,t5,255,48
seconds,2.3929999999999985,,lightning,ba,90,49
seconds,2.4139999999999984,,lightning,t4,255,45
seconds,2.439999999999998,,lightning,ba,90,42
seconds,2.461999999999998,,lightning,t1,255,41
seconds,2.486999999999998,,lightning,ba,90,43
seconds,2.5169999999999977,,lightning,t4,255,46
seconds,2.5389999999999975,,lightning,ba,90,44
seconds,2.5609999999999973,,lightning,t1,255,45
seconds,2.5839999999999974,,lightning,ba,90,48
seconds,2.6039999999999974,,lightning,t4,255,43
seconds,2.6299999999999972,,lightning,ba,90,47
seconds,2.650999999999997,,lightning,t1,255,50
seconds,2.670999999999997,,lightning,ba,90,45
seconds,2.698999999999997,,lightning,t5,255,46
seconds,2.723999999999997,,lightning,ba,90,48
seconds,2.753999999999997,,lightning,t4,255,41
seconds,2.773999999999997,,lightning,ba,90,43
seconds,2.797999999999997,,lightning,t5,255,49
seconds,2.817999999999997,,lightning,ba,90,49
seconds,2.8479999999999968,,lightning,t4,255,47
seconds,2.8679999999999968,,lightning,ba,90,44
seconds,2.894999999999997,,lightning,t0,255,48
seconds,2.922999999999997,,lightning,ba,90,49
seconds,2.943999999999997,,lightning,t4,255,47
seconds,2.970999999999997,,lightning,ba,90,48
seconds,2.997999999999997,,lightning,t5,255,47
seconds,3.0209999999999972,,lightning,ba,90,41
seconds,3.0439999999999974,,lightning,t0,255,50
seconds,3.0729999999999973,,lightning,ba,90,41
seconds,3.0999999999999974,,lightning,t1,255,45
seconds,3.1259999999999972,,lightning,ba,90,41
seconds,3.1489999999999974,,lightning,t4,255,44
seconds,3.1729999999999974,,lightning,ba,90,42
seconds,3.1969999999999974,,lightning,t5,255,43
seconds,3.2239999999999975,,lightning,ba,90,46
seconds,3.2539999999999973,,lightning,t4,255,44
seconds,3.2809999999999975,,lightning,ba,90,47
seconds,3.3039999999999976,,lightning,t1,255,46
seconds,3.3329999999999975,,lightning,ba,90,42
seconds,3.3539999999999974,,lightning,t4,255,41
seconds,3.3819999999999975,,lightning,ba,90,47
seconds,3.4099999999999975,,lightning,t5,255,44
seconds,3.4359999999999973,,lightning,ba,90,43
seconds,3.4559999999999973,,lightning,t0,255,49
seconds,3.477999999999997,,lightning,ba,90,45
seconds,3.502999999999997,,lightning,t5,255,44
seconds,3.522999999999997,,lightning,ba,90,46
seconds,3.543999999999997,,lightning,t4,255,41
seconds,3.571999999999997,,lightning,ba,90,43
seconds,3.595999999999997,,lightning,t0,255,46
seconds,3.620999999999997,,lightning,ba,90,42
seconds,3.649999999999997,,lightning,t1,255,41
seconds,3.6719999999999966,,lightning,ba,90,50
seconds,3.7009999999999965,,lightning,t5,255,47
seconds,3.7259999999999964,,lightning,ba,90,49
seconds,3.7559999999999962,,lightning,t0,255,48
seconds,3.7829999999999964,,lightning,ba,90,49
seconds,3.812999999999996,,lightning,t4,255,50
seconds,3.840999999999996,,lightning,ba,90,49
seconds,3.8679999999999963,,lightning,t0,255,46
seconds,3.8949999999999965,,lightning,ba,90,48
seconds,3.9189999999999965,,lightning,t5,255,47
seconds,3.9399999999999964,,lightning,ba,90,43
seconds,3.9689999999999963,,lightning,t0,255,43
seconds,3.998999999999996,,lightning,ba,90,48
seconds,4.027999999999996,,lightning,t1,255,42
seconds,4.050999999999996,,lightning,ba,90,47
seconds,4.071999999999996,,lightning,t0,255,42
seconds,4.0929999999999955,,lightning,ba,90,48
seconds,4.115999999999995,,lightning,t5,255,50
seconds,4.143999999999995,,lightning,ba,90,42
seconds,4.172999999999995,,lightning,t0,255,49
seconds,4.1989999999999945,,lightning,ba,90,46
seconds,4.228999999999995,,lightning,t5,255,50
seconds,4.257999999999995,,lightning,ba,90,50
seconds,4.279999999999995,,lightning,t1,255,48
seconds,4.303999999999995,,lightning,ba,90,43
seconds,4.325999999999995,,lightning,t5,255,48
seconds,4.352999999999995,,lightning,ba,90,49
seconds,4.374999999999996,,lightning,t0,255,46
seconds,4.396999999999996,,lightning,ba,90,43
seconds,4.4199999999999955,,lightning,t4,255,43
seconds,4.439999999999995,,lightning,ba,90,45
seconds,4.469999999999995,,lightning,t1,255,46
seconds,4.495999999999995,,lightning,ba,90,45
seconds,4.5209999999999955,,lightning,t0,255,41
seconds,4.543999999999995,,lightning,ba,90,41
seconds,4.573999999999995,,lightning,t5,255,45
seconds,4.601999999999995,,lightning,ba,90,47
seconds,4.628999999999995,,lightning,t4,255,46
seconds,4.657999999999995,,lightning,ba,90,45
seconds,4.686999999999995,,lightning,t0,255,48
seconds,4.715999999999995,,lightning,ba,90,47
seconds,4.739999999999995,,lightning,t5,255,49
seconds,4.769999999999995,,lightning,ba,90,41
seconds,4.798999999999995,,lightning,t0,255,46
seconds,4.822999999999995,,lightning,ba,90,43
seconds,4.849999999999995,,lightning,t4,255,43
seconds,4.878999999999995,,lightning,ba,90,46
seconds,4.904999999999995,,lightning,t1,255,47
seconds,4.926999999999995,,lightning,ba,90,41
seconds,4.952999999999995,,lightning,t4,255,41
seconds,4.973999999999995,,lightning,ba,90,50
seconds,4.994999999999995,,lightning,t5,255,48
seconds,5.018999999999995,,lightning,ba,90,50
seconds,5.040999999999995,,lightning,t1,255,44
seconds,5.061999999999995,,lightning,ba,90,41
seconds,5.084999999999995,,lightning,t5,255,43
seconds,5.107999999999994,,lightning,ba,90,49
seconds,5.129999999999995,,lightning,t0,255,46
seconds,5.154999999999995,,lightning,ba,90,42
seconds,5.183999999999995,,lightning,t5,255,48
seconds,5.205999999999995,,lightning,ba,90,47
seconds,5.227999999999995,,lightning,t0,255,44
seconds,5.252999999999996,,lightning,ba,90,50
seconds,5.2789999999999955,,lightning,t4,255,43
seconds,5.304999999999995,,lightning,ba,90,45
seconds,5.328999999999995,,lightning,t5,255,47
seconds,5.354999999999995,,lightning,ba,90,47
seconds,5.384999999999995,,lightning,t0,255,45
seconds,5.414999999999996,,lightning,ba,90,48
seconds,5.442999999999995,,lightning,t1,255,42
seconds,5.462999999999995,,lightning,ba,90,47
seconds,5.489999999999995,,lightning,t0,255,45
seconds,5.513999999999995,,lightning,ba,90,44
seconds,5.540999999999995,,lightning,t4,255,48
seconds,5.562999999999995,,lightning,ba,90,45
seconds,5.5849999999999955,,lightning,t0,255,41
seconds,5.610999999999995,,lightning,ba,90,41
seconds,5.634999999999995,,lightning,t4,255,44
seconds,5.6619999999999955,,lightning,ba,90,45
seconds,5.6859999999999955,,lightning,t5,255,42
seconds,5.705999999999995,,lightning,ba,90,42
seconds,5.730999999999995,,lightning,t1,255,45
seconds,5.753999999999995,,lightning,ba,90,46
seconds,5.781999999999995,,lightning,t4,255,45
seconds,5.806999999999995,,lightning,ba,90,41
seconds,5.834999999999995,,lightning,t0,255,41
seconds,5.858999999999995,,lightning,ba,90,47
seconds,5.880999999999995,,lightning,t1,255,42
seconds,5.9009999999999945,,lightning,ba,90,43
seconds,5.922999999999995,,lightning,t4,255,49
seconds,5.949999999999995,,lightning,ba,90,50
seconds,5.973999999999995,,lightning,t0,255,48
seconds,6.0019999999999945,,lightning,ba,90,45
seconds,6.031999999999995,,lightning,t1,255,41
seconds,6.058999999999995,,lightning,ba,90,42
seconds,6.087999999999995,,lightning,t0,255,47
seconds,6.112999999999995,,lightning,ba,90,43
seconds,6.138999999999995,,lightning,t5,255,44
seconds,6.165999999999995,,lightning,ba,90,42
seconds,6.186999999999995,,lightning,t4,255,47
seconds,6.207999999999995,,lightning,ba,90,43
seconds,6.228999999999995,,lightning,t0,255,41
seconds,6.254999999999995,,lightning,ba,90,43
seconds,6.280999999999994,,lightning,t1,255,41
seconds,6.302999999999995,,lightning,ba,90,43
seconds,6.325999999999994,,lightning,t0,255,44
seconds,6.349999999999994,,lightning,ba,90,46
seconds,6.3769999999999945,,lightning,t4,255,48
seconds,6.402999999999994,,lightning,ba,90,42
seconds,6.422999999999994,,lightning,t5,255,45
seconds,6.447999999999994,,lightning,ba,90,49
seconds,6.471999999999994,,lightning,t0,255,50
seconds,6.497999999999994,,lightning,ba,90,47
seconds,6.522999999999994,,lightning,t1,255,48
seconds,6.547999999999995,,lightning,ba,90,49
seconds,6.5739999999999945,,lightning,t4,255,43
seconds,6.595999999999995,,lightning,ba,90,46
seconds,6.624999999999995,,lightning,t5,255,44
seconds,6.649999999999995,,lightning,ba,90,48
seconds,6.673999999999995,,lightning,t1,255,47
seconds,6.695999999999995,,lightning,ba,90,45
seconds,6.716999999999995,,lightning,t4,255,46
seconds,6.7469999999999954,,lightning,ba,90,42
seconds,6.774999999999995,,lightning,t0,255,47
seconds,6.803999999999995,,lightning,ba,90,44
seconds,6.828999999999995,,lightning,t4,255,48
seconds,6.8589999999999955,,lightning,ba,90,49
seconds,6.882999999999996,,lightning,t1,255,47
seconds,6.902999999999995,,lightning,ba,90,41
seconds,6.922999999999995,,lightning,t0,255,42
seconds,6.942999999999994,,lightning,ba,90,50
seconds,6.9729999999999945,,lightning,t5,255,46
seconds,7.002999999999995,,lightning,ba,90,49
seconds,7.032999999999995,,lightning,t0,255,50
seconds,7.060999999999995,,lightning,ba,90,43
seconds,7.0899999999999945,,lightning,t1,255,41
seconds,7.117999999999994,,lightning,ba,90,49
seconds,7.147999999999994,,lightning,t0,255,41
seconds,7.177999999999995,,lightning,ba,90,50
seconds,7.205999999999994,,lightning,t5,255,46
seconds,7.235999999999994,,lightning,ba,90,45
seconds,7.255999999999994,,lightning,t4,255,42
seconds,7.283999999999994,,lightning,ba,90,41
seconds,7.307999999999994,,lightning,t5,255,45
seconds,7.335999999999993,,lightning,ba,90,50
seconds,7.355999999999993,,lightning,t1,255,42
seconds,7.379999999999993,,lightning,ba,90,49
seconds,7.404999999999993,,lightning,t0,255,47
seconds,7.431999999999993,,lightning,ba,90,48
seconds,7.4619999999999935,,lightning,t4,255,45
seconds,7.489999999999993,,lightning,ba,90,45
seconds,7.5149999999999935,,lightning,t0,255,50
seconds,7.537999999999993,,lightning,ba,90,43
seconds,7.560999999999993,,lightning,t1,255,45
seconds,7.581999999999993,,lightning,ba,90,44
seconds,7.6079999999999925,,lightning,t4,255,45
seconds,7.632999999999993,,lightning,ba,90,47
seconds,7.658999999999993,,lightning,t0,255,44
seconds,7.687999999999993,,lightning,ba,90,45
seconds,7.717999999999993,,lightning,t5,255,49
seconds,7.739999999999993,,lightning,ba,90,48
seconds,7.768999999999993,,lightning,t4,255,42
seconds,7.797999999999993,,lightning,ba,90,44
seconds,7.824999999999993,,lightning,t0,255,44
seconds,7.846999999999993,,lightning,ba,90,46
seconds,7.872999999999993,,lightning,t1,255,46
seconds,7.895999999999993,,lightning,ba,90,45
seconds,7.916999999999993,,lightning,t0,255,41
seconds,7.946999999999993,,lightning,ba,90,50
seconds,7.976999999999993,,lightning,t1,255,49
seconds,7.996999999999993,,lightning,ba,90,45
seconds,8.017999999999994,,lightning,t4,255,45
seconds,8.040999999999993,,lightning,ba,90,49
seconds,8.070999999999993,,lightning,t0,255,45
seconds,8.090999999999992,,lightning,ba,90,43
seconds,8.114999999999991,,lightning,t5,255,49
seconds,8.134999999999991,,lightning,ba,90,49
seconds,8.155999999999992,,lightning,t1,255,47
seconds,8.182999999999991,,lightning,ba,90,47
seconds,8.210999999999991,,lightning,t0,255,44
seconds,8.23799999999999,,lightning,ba,90,48
seconds,8.26499999999999,,lightning,t4,255,41
seconds,8.29199999999999,,lightning,ba,90,44
seconds,8.315999999999988,,lightning,t5,255,41
seconds,8.336999999999989,,lightning,ba,90,50
seconds,8.363999999999988,,lightning,t4,255,46
seconds,8.393999999999988,,lightning,ba,90,42
seconds,8.413999999999987,,lightning,t0,255,45
seconds,8.435999999999988,,lightning,ba,90,44
seconds,8.465999999999987,,lightning,t4,255,45
seconds,8.489999999999986,,lightning,ba,90,47
seconds,8.511999999999986,,lightning,t0,255,49
seconds,8.532999999999987,,lightning,ba,90,46
seconds,8.561999999999987,,lightning,t1,255,45
seconds,8.586999999999987,,lightning,ba,90,41
seconds,8.607999999999988,,lightning,t4,255,43
seconds,8.631999999999987,,lightning,ba,90,42
seconds,8.652999999999988,,lightning,t1,255,41
seconds,8.680999999999989,,lightning,ba,90,47
seconds,8.704999999999988,,lightning,t5,255,43
seconds,8.724999999999987,,lightning,ba,90,49
seconds,8.747999999999987,,lightning,t0,255,41
seconds,8.774999999999986,,lightning,ba,90,42
seconds,8.803999999999986,,lightning,t5,255,43
seconds,8.831999999999987,,lightning,ba,90,41
seconds,8.856999999999987,,lightning,t0,255,45
seconds,8.884999999999987,,lightning,ba,90,43
seconds,8.910999999999987,,lightning,t1,255,50
seconds,8.931999999999988,,lightning,ba,90,41
seconds,8.958999999999987,,lightning,t0,255,50
seconds,8.978999999999987,,lightning,ba,90,50
seconds,9.006999999999987,,lightning,t5,255,47
seconds,9.033999999999986,,lightning,ba,90,41
seconds,9.062999999999986,,lightning,t1,255,49
seconds,9.082999999999986,,lightning,ba,90,43
seconds,9.103999999999987,,lightning,t4,255,48
seconds,9.130999999999986,,lightning,ba,90,47
seconds,9.150999999999986,,lightning,t0,255,48
seconds,9.177999999999985,,lightning,ba,90,46
seconds,9.200999999999985,,lightning,t1,255,45
seconds,9.230999999999984,,lightning,ba,90,45
seconds,9.253999999999984,,lightning,t4,255,44
seconds,9.279999999999983,,lightning,ba,90,47
seconds,9.303999999999983,,lightning,t1,255,46
seconds,9.327999999999982,,lightning,ba,90,47
seconds,9.349999999999982,,lightning,t0,255,47
seconds,9.370999999999983,,lightning,ba,90,44
seconds,9.396999999999982,,lightning,t1,255,44
seconds,9.424999999999983,,lightning,ba,90,41
seconds,9.449999999999983,,lightning,t0,255,50
seconds,9.471999999999984,,lightning,ba,90,42
seconds,9.496999999999984,,lightning,t5,255,42
seconds,9.518999999999984,,lightning,ba,90,43
seconds,9.542999999999983,,lightning,t1,255,47
seconds,9.569999999999983,,lightning,ba,90,44
seconds,9.593999999999982,,lightning,t0,255,43
seconds,9.623999999999981,,lightning,ba,90,42
seconds,9.64699999999998,,lightning,t5,255,46
seconds,9.67399999999998,,lightning,ba,90,45
seconds,9.70199999999998,,lightning,t4,255,43
seconds,9.73199999999998,,lightning,ba,90,46
seconds,9.758999999999979,,lightning,t1,255,47
seconds,9.781999999999979,,lightning,ba,90,47
seconds,9.801999999999978,,lightning,t5,255,43
seconds,9.826999999999979,,lightning,ba,90,49
seconds,9.856999999999978,,lightning,t1,255,41
seconds,9.877999999999979,,lightning,ba,90,41
seconds,9.90299999999998,,lightning,t0,255,44
seconds,9.922999999999979,,lightning,ba,90,46
seconds,9.947999999999979,,lightning,t5,255,44
seconds,9.97599999999998,,lightning,ba,90,44
seconds,10.00499999999998,,lightning,t0,255,50
seconds,10.03299999999998,,lightning,ba,90,46
seconds,10.06099999999998,,lightning,t1,255,44
seconds,10.08699999999998,,lightning,ba,90,45
seconds,10.10999999999998,,lightning,t4,255,45
seconds,10.13699999999998,,lightning,ba,90,47
seconds,10.166999999999978,,lightning,t0,255,44
seconds,10.191999999999979,,lightning,ba,90,42
seconds,10.21999999999998,,lightning,t5,255,46
seconds,10.246999999999979,,lightning,ba,90,45
seconds,10.274999999999979,,lightning,t0,255,45
seconds,10.29999999999998,,lightning,ba,90,45
seconds,10.32499999999998,,lightning,t4,255,48
seconds,10.354999999999979,,lightning,ba,90,45
seconds,10.377999999999979,,lightning,t1,255,47
seconds,10.400999999999978,,lightning,ba,90,49
seconds,10.430999999999978,,lightning,t5,255,48
seconds,10.453999999999978,,lightning,ba,90,47
seconds,10.483999999999977,,lightning,t4,255,50
seconds,10.506999999999977,,lightning,ba,90,41
seconds,10.528999999999977,,lightning,t1,255,43
seconds,10.548999999999976,,lightning,ba,90,48
seconds,10.575999999999976,,lightning,t4,255,49
seconds,10.600999999999976,,lightning,ba,90,48
seconds,10.625999999999976,,lightning,t1,255,49
seconds,10.655999999999976,,lightning,ba,90,46
seconds,10.681999999999976,,lightning,t0,255,48
seconds,10.704999999999975,,lightning,ba,90,42
seconds,10.728999999999974,,lightning,t4,255,43
seconds,10.749999999999975,,lightning,ba,90,42
seconds,10.775999999999975,,lightning,t0,255,42
seconds,10.804999999999975,,lightning,ba,90,44
seconds,10.826999999999975,,lightning,t4,255,45
seconds,10.847999999999976,,lightning,ba,90,47
seconds,10.872999999999976,,lightning,t0,255,46
seconds,10.893999999999977,,lightning,ba,90,49
seconds,10.922999999999977,,lightning,t5,255,41
seconds,10.945999999999977,,lightning,ba,90,46
seconds,10.973999999999977,,lightning,t0,255,50
seconds,11.003999999999976,,lightning,ba,90,43
seconds,11.024999999999977,,lightning,t1,255,50
seconds,11.046999999999978,,lightning,ba,90,42
seconds,11.071999999999978,,lightning,t4,255,44
seconds,11.098999999999977,,lightning,ba,90,44
seconds,11.123999999999977,,lightning,t1,255,48
seconds,11.145999999999978,,lightning,ba,90,42
seconds,11.174999999999978,,lightning,t5,255,50
seconds,11.195999999999978,,lightning,ba,90,43
seconds,11.221999999999978,,lightning,t0,255,48
seconds,11.246999999999979,,lightning,ba,90,44
seconds,11.273999999999978,,lightning,t5,255,41
seconds,11.295999999999978,,lightning,ba,90,45
seconds,11.321999999999978,,lightning,t4,255,50
seconds,11.342999999999979,,lightning,ba,90,49
seconds,11.37099999999998,,lightning,t5,255,48
seconds,11.393999999999979,,lightning,ba,90,49
seconds,11.423999999999978,,lightning,t0,255,47
seconds,11.448999999999979,,lightning,ba,90,43
seconds,11.478999999999978,,lightning,t5,255,44
seconds,11.506999999999978,,lightning,ba,90,48
seconds,11.532999999999978,,lightning,t4,255,42
seconds,11.556999999999977,,lightning,ba,90,43
seconds,11.583999999999977,,lightning,t1,255,45
seconds,11.613999999999976,,lightning,ba,90,44
seconds,11.637999999999975,,lightning,t4,255,49
seconds,11.664999999999974,,lightning,ba,90,42
seconds,11.686999999999975,,lightning,t0,255,50
seconds,11.712999999999974,,lightning,ba,90,46
seconds,11.741999999999974,,lightning,t5,255,47
seconds,11.769999999999975,,lightning,ba,90,41
seconds,11.790999999999976,,lightning,t0,255,48
seconds,11.812999999999976,,lightning,ba,90,42
seconds,11.840999999999976,,lightning,t5,255,50
seconds,11.863999999999976,,lightning,ba,90,50
seconds,11.885999999999976,,lightning,t4,255,47
seconds,11.906999999999977,,lightning,ba,90,47
seconds,11.927999999999978,,lightning,t5,255,46
seconds,11.949999999999978,,lightning,ba,90,47
seconds,11.976999999999977,,lightning,t1,255,41
seconds,12.005999999999977,,instant,ta,0,ba,0
seconds,12.005999999999977,,special,ms,0,30
