seconds,0,,ta,0,ba,0
seconds,1.5,,lightning,t5,255,46
seconds,1.524,,lightning,t0,255,49
seconds,1.548,,lightning,t5,255,50
seconds,1.582,,lightning,t1,255,40
seconds,1.617,,lightning,t5,255,46
seconds,1.642,,lightning,t1,255,50
seconds,1.674,,lightning,t4,255,50
seconds,1.694,,lightning,t1,255,46
seconds,1.7249999999999999,,lightning,t0,255,41
seconds,1.755,,lightning,t5,255,46
seconds,1.7839999999999998,,lightning,t0,255,49
seconds,1.8179999999999998,,lightning,t4,255,44
seconds,1.8419999999999999,,lightning,t5,255,43
seconds,1.8689999999999998,,lightning,t1,255,44
seconds,1.8919999999999997,,lightning,t5,255,45
seconds,1.9129999999999996,,lightning,t1,255,43
seconds,1.9339999999999995,,lightning,t4,255,40
seconds,1.9659999999999995,,lightning,t5,255,48
seconds,1.9919999999999995,,lightning,t4,255,45
seconds,2.0249999999999995,,lightning,t1,255,48
seconds,2.0469999999999993,,lightning,t0,255,50
seconds,2.067999999999999,,lightning,t5,255,50
seconds,2.093999999999999,,lightning,t1,255,40
seconds,2.126999999999999,,lightning,t4,255,46
seconds,2.146999999999999,,lightning,t0,255,45
seconds,2.166999999999999,,lightning,t5,255,49
seconds,2.197999999999999,,lightning,t1,255,42
seconds,2.224999999999999,,lightning,t4,255,48
seconds,2.2599999999999993,,lightning,t1,255,44
seconds,2.289999999999999,,lightning,t4,255,45
seconds,2.314999999999999,,lightning,t1,255,45
seconds,2.349999999999999,,lightning,t4,255,49
seconds,2.382999999999999,,lightning,t1,255,43
seconds,2.403999999999999,,lightning,t0,255,45
seconds,2.426999999999999,,lightning,t4,255,48
seconds,2.452999999999999,,lightning,t1,255,48
seconds,2.484999999999999,,lightning,t0,255,41
seconds,2.510999999999999,,lightning,t4,255,44
seconds,2.5319999999999987,,lightning,t1,255,40
seconds,2.558999999999999,,lightning,t5,255,40
seconds,2.5889999999999986,,lightning,t0,255,40
seconds,2.6229999999999984,,lightning,t5,255,47
seconds,2.6429999999999985,,lightning,t4,255,42
seconds,2.6779999999999986,,lightning,t1,255,44
seconds,2.7039999999999984,,lightning,t4,255,49
seconds,2.733999999999998,,lightning,t5,255,47
seconds,2.7609999999999983,,lightning,t0,255,50
seconds,2.782999999999998,,lightning,t1,255,48
seconds,2.807999999999998,,lightning,t5,255,46
seconds,2.833999999999998,,lightning,t0,255,48
seconds,2.865999999999998,,lightning,t1,255,40
seconds,2.900999999999998,,lightning,t5,255,49
seconds,2.926999999999998,,lightning,t1,255,46
seconds,2.9519999999999977,,lightning,t0,255,43
seconds,2.978999999999998,,lightning,t1,255,49
seconds,3.0089999999999977,,lightning,t5,255,50
seconds,3.0419999999999976,,lightning,t0,255,42
seconds,3.0739999999999976,,lightning,t4,255,49
seconds,3.0989999999999975,,lightning,t5,255,46
seconds,3.1249999999999973,,lightning,t0,255,48
seconds,3.1479999999999975,,lightning,t5,255,49
seconds,3.1799999999999975,,lightning,t0,255,42
seconds,3.2109999999999976,,lightning,t5,255,46
seconds,3.2389999999999977,,lightning,t4,255,40
seconds,3.2589999999999977,,lightning,t0,255,42
seconds,3.2909999999999977,,lightning,t4,255,42
seconds,3.3249999999999975,,lightning,t1,255,46
seconds,3.3569999999999975,,lightning,t0,255,44
seconds,3.3909999999999973,,lightning,t5,255,48
seconds,3.4229999999999974,,lightning,t0,255,46
seconds,3.4499999999999975,,lightning,t1,255,40
seconds,3.4829999999999974,,lightning,t4,255,43
seconds,3.5149999999999975,,lightning,t5,255,49
seconds,3.5399999999999974,,lightning,t4,255,40
seconds,3.5719999999999974,,lightning,t0,255,45
seconds,3.5969999999999973,,lightning,t1,255,49
seconds,3.618999999999997,,lightning,t0,255,40
seconds,3.6419999999999972,,lightning,t1,255,46
seconds,3.667999999999997,,lightning,t4,255,42
seconds,3.694999999999997,,lightning,t5,255,50
seconds,3.7219999999999973,,lightning,t0,255,48
seconds,3.7449999999999974,,lightning,t1,255,41
seconds,3.7649999999999975,,lightning,t5,255,46
seconds,3.7919999999999976,,lightning,t1,255,49
seconds,3.8189999999999977,,lightning,t4,255,42
seconds,3.8479999999999976,,lightning,t5,255,47
seconds,3.874999999999998,,lightning,t0,255,49
seconds,3.8969999999999976,,lightning,t4,255,49
seconds,3.9309999999999974,,lightning,t5,255,46
seconds,3.9539999999999975,,lightning,t1,255,44
seconds,3.9809999999999977,,lightning,t5,255,40
seconds,4.006999999999998,,lightning,t0,255,49
seconds,4.032999999999998,,lightning,t5,255,44
seconds,4.065999999999998,,lightning,t1,255,48
seconds,4.093999999999998,,lightning,t0,255,41
seconds,4.128999999999998,,lightning,t1,255,44
seconds,4.161999999999998,,lightning,t4,255,49
seconds,4.195999999999998,,lightning,t1,255,43
seconds,4.2239999999999975,,lightning,t5,255,50
seconds,4.244999999999997,,lightning,t0,255,42
seconds,4.277999999999998,,lightning,t4,255,45
seconds,4.302999999999998,,lightning,t0,255,47
seconds,4.323999999999998,,lightning,t5,255,50
seconds,4.357999999999998,,lightning,t1,255,40
seconds,4.387999999999998,,lightning,t0,255,43
seconds,4.417999999999998,,lightning,t1,255,42
seconds,4.438999999999998,,lightning,t4,255,48
seconds,4.471999999999999,,lightning,t0,255,42
seconds,4.497999999999998,,lightning,t4,255,41
seconds,4.526999999999998,,lightning,t0,255,40
seconds,4.5539999999999985,,lightning,t4,255,43
seconds,4.575999999999999,,lightning,t0,255,42
seconds,4.608999999999999,,lightning,t5,255,40
seconds,4.643999999999999,,lightning,t0,255,40
seconds,4.667999999999999,,lightning,t5,255,40
seconds,4.690999999999999,,lightning,t1,255,46
seconds,4.7189999999999985,,lightning,t0,255,44
seconds,4.738999999999998,,lightning,t1,255,49
seconds,4.769999999999998,,lightning,t5,255,46
seconds,4.804999999999998,,lightning,t4,255,41
seconds,4.829999999999998,,lightning,t0,255,48
seconds,4.853999999999998,,lightning,t4,255,46
seconds,4.879999999999998,,lightning,t1,255,49
seconds,4.911999999999998,,lightning,t5,255,48
seconds,4.9369999999999985,,lightning,t1,255,49
seconds,4.957999999999998,,lightning,t0,255,44
seconds,4.991999999999998,,lightning,t5,255,47
seconds,5.024999999999999,,lightning,t0,255,48
seconds,5.0539999999999985,,lightning,t5,255,47
seconds,5.081999999999998,,lightning,t0,255,42
seconds,5.112999999999998,,lightning,t1,255,41
seconds,5.140999999999997,,lightning,t0,255,41
seconds,5.169999999999997,,lightning,t1,255,49
seconds,5.197999999999997,,lightning,t5,255,43
seconds,5.217999999999996,,lightning,t4,255,50
seconds,5.238999999999996,,lightning,t5,255,43
seconds,5.268999999999997,,lightning,t1,255,49
seconds,5.301999999999997,,lightning,t5,255,45
seconds,5.331999999999997,,lightning,t4,255,43
seconds,5.361999999999997,,lightning,t1,255,41
seconds,5.396999999999998,,lightning,t5,255,47
seconds,5.427999999999997,,lightning,t4,255,49
seconds,5.454999999999997,,lightning,t0,255,46
seconds,5.488999999999997,,lightning,t4,255,40
seconds,5.517999999999997,,lightning,t0,255,48
seconds,5.537999999999997,,lightning,t1,255,41
seconds,5.564999999999997,,lightning,t4,255,47
seconds,5.592999999999996,,lightning,t1,255,48
seconds,5.618999999999996,,lightning,t0,255,44
seconds,5.646999999999996,,lightning,t4,255,43
seconds,5.679999999999996,,lightning,t5,255,41
seconds,5.7129999999999965,,lightning,t1,255,42
seconds,5.732999999999996,,lightning,t0,255,42
seconds,5.758999999999996,,lightning,t4,255,49
seconds,5.782999999999996,,lightning,t5,255,49
seconds,5.8109999999999955,,lightning,t4,255,41
seconds,5.831999999999995,,lightning,t5,255,47
seconds,5.856999999999996,,lightning,t0,255,50
seconds,5.881999999999996,,lightning,t5,255,41
seconds,5.9069999999999965,,lightning,t0,255,46
seconds,5.939999999999997,,lightning,t1,255,44
seconds,5.961999999999997,,lightning,t0,255,50
seconds,5.986999999999997,,lightning,t1,255,46
seconds,6.0189999999999975,,lightning,t4,255,42
seconds,6.045999999999998,,lightning,t0,255,43
seconds,6.075999999999998,,lightning,t1,255,44
seconds,6.095999999999997,,lightning,t4,255,44
seconds,6.121999999999997,,lightning,t1,255,45
seconds,6.150999999999997,,lightning,t4,255,40
seconds,6.185999999999997,,lightning,t0,255,41
seconds,6.2079999999999975,,lightning,t1,255,43
seconds,6.233999999999997,,lightning,t5,255,43
seconds,6.265999999999997,,lightning,t4,255,49
seconds,6.297999999999997,,lightning,t5,255,47
seconds,6.3249999999999975,,lightning,t1,255,47
seconds,6.3489999999999975,,lightning,t0,255,45
seconds,6.368999999999997,,lightning,t4,255,47
seconds,6.397999999999997,,lightning,t5,255,45
seconds,6.428999999999997,,lightning,t1,255,46
seconds,6.452999999999997,,lightning,t4,255,46
seconds,6.483999999999996,,lightning,t0,255,42
seconds,6.517999999999996,,lightning,t4,255,45
seconds,6.542999999999997,,lightning,t1,255,49
seconds,6.572999999999997,,lightning,t5,255,43
seconds,6.606999999999997,,lightning,t0,255,48
seconds,6.629999999999996,,lightning,t4,255,44
seconds,6.661999999999996,,lightning,t0,255,49
seconds,6.692999999999996,,lightning,t1,255,44
seconds,6.719999999999996,,lightning,t5,255,48
seconds,6.752999999999997,,lightning,t1,255,40
seconds,6.774999999999997,,lightning,t5,255,43
seconds,6.801999999999997,,lightning,t1,255,45
seconds,6.823999999999997,,lightning,t0,255,40
seconds,6.846999999999997,,lightning,t4,255,48
seconds,6.873999999999997,,lightning,t1,255,42
seconds,6.902999999999997,,lightning,t0,255,46
seconds,6.928999999999997,,lightning,t1,255,42
seconds,6.957999999999997,,lightning,t0,255,48
seconds,6.9789999999999965,,lightning,t4,255,44
seconds,7.002999999999997,,lightning,t0,255,45
seconds,7.0239999999999965,,lightning,t1,255,41
seconds,7.043999999999996,,lightning,t0,255,44
seconds,7.068999999999996,,lightning,t1,255,47
seconds,7.094999999999996,,lightning,t4,255,50
seconds,7.1249999999999964,,lightning,t1,255,48
seconds,7.153999999999996,,lightning,t4,255,48
seconds,7.187999999999996,,lightning,t1,255,42
seconds,7.222999999999996,,lightning,t5,255,40
seconds,7.2499999999999964,,lightning,t4,255,50
seconds,7.276999999999997,,lightning,t1,255,43
seconds,7.296999999999996,,lightning,t5,255,49
seconds,7.319999999999996,,lightning,t4,255,50
seconds,7.347999999999995,,lightning,t1,255,42
seconds,7.370999999999995,,lightning,t5,255,40
seconds,7.392999999999995,,lightning,t1,255,44
seconds,7.425999999999996,,lightning,t4,255,42
seconds,7.458999999999996,,lightning,t0,255,44
seconds,7.493999999999996,,lightning,t4,255,41
seconds,7.5159999999999965,,lightning,t5,255,47
seconds,7.541999999999996,,lightning,t0,255,49
seconds,7.566999999999997,,lightning,t1,255,50
seconds,7.5879999999999965,,lightning,t4,255,45
seconds,7.6119999999999965,,lightning,t5,255,42
seconds,7.637999999999996,,lightning,t4,255,44
seconds,7.659999999999997,,lightning,t1,255,43
seconds,7.692999999999997,,lightning,t4,255,42
seconds,7.714999999999997,,lightning,t1,255,43
seconds,7.734999999999997,,lightning,t0,255,40
seconds,7.756999999999997,,lightning,t4,255,49
seconds,7.783999999999997,,lightning,t1,255,45
seconds,7.8089999999999975,,lightning,t0,255,41
seconds,7.843999999999998,,lightning,t1,255,42
seconds,7.875999999999998,,lightning,t0,255,42
seconds,7.899999999999998,,lightning,t4,255,50
seconds,7.928999999999998,,lightning,t0,255,49
seconds,7.952999999999998,,lightning,t5,255,45
seconds,7.9819999999999975,,lightning,t1,255,48
seconds,8.002999999999998,,lightning,t5,255,45
seconds,8.022999999999998,,lightning,t4,255,47
seconds,8.046999999999997,,lightning,t5,255,50
seconds,8.076999999999996,,lightning,t4,255,43
seconds,8.110999999999997,,lightning,t0,255,47
seconds,8.140999999999996,,lightning,t5,255,43
seconds,8.163999999999996,,lightning,t0,255,42
seconds,8.183999999999996,,lightning,t5,255,49
seconds,8.207999999999995,,lightning,t1,255,43
seconds,8.227999999999994,,lightning,t4,255,45
seconds,8.254999999999994,,lightning,t1,255,46
seconds,8.280999999999993,,lightning,t5,255,49
seconds,8.309999999999993,,lightning,t4,255,48
seconds,8.334999999999994,,lightning,t0,255,40
seconds,8.362999999999994,,lightning,t5,255,48
seconds,8.387999999999995,,lightning,t0,255,48
seconds,8.417999999999994,,lightning,t5,255,40
seconds,8.449999999999994,,lightning,t0,255,41
seconds,8.482999999999993,,lightning,t1,255,45
seconds,8.513999999999994,,lightning,t4,255,47
seconds,8.536999999999994,,lightning,t5,255,50
seconds,8.561999999999994,,lightning,t0,255,45
seconds,8.591999999999993,,lightning,t1,255,42
seconds,8.614999999999993,,lightning,t0,255,50
seconds,8.647999999999993,,lightning,t1,255,41
seconds,8.678999999999993,,lightning,t4,255,42
seconds,8.703999999999994,,lightning,t1,255,50
seconds,8.726999999999993,,lightning,t0,255,48
seconds,8.754999999999994,,lightning,t4,255,43
seconds,8.777999999999993,,lightning,t5,255,44
seconds,8.802999999999994,,lightning,t1,255,47
seconds,8.822999999999993,,lightning,t0,255,46
seconds,8.844999999999994,,lightning,t5,255,50
seconds,8.864999999999993,,lightning,t1,255,42
seconds,8.888999999999992,,lightning,t4,255,40
seconds,8.912999999999991,,lightning,t1,255,46
seconds,8.938999999999991,,lightning,t4,255,49
seconds,8.964999999999991,,lightning,t1,255,44
seconds,8.989999999999991,,lightning,t5,255,50
seconds,9.017999999999992,,lightning,t1,255,44
seconds,9.043999999999992,,lightning,t0,255,44
seconds,9.072999999999992,,lightning,t5,255,42
seconds,9.101999999999991,,lightning,t1,255,41
seconds,9.132999999999992,,lightning,t4,255,42
seconds,9.162999999999991,,lightning,t5,255,47
seconds,9.196999999999992,,lightning,t0,255,44
seconds,9.220999999999991,,lightning,t1,255,41
seconds,9.246999999999991,,lightning,t0,255,45
seconds,9.27399999999999,,lightning,t5,255,48
seconds,9.30199999999999,,lightning,t1,255,40
seconds,9.322999999999992,,lightning,t0,255,48
seconds,9.355999999999991,,lightning,t1,255,43
seconds,9.380999999999991,,lightning,t4,255,48
seconds,9.409999999999991,,lightning,t0,255,49
seconds,9.430999999999992,,lightning,t5,255,41
seconds,9.465999999999992,,lightning,t0,255,44
seconds,9.492999999999991,,lightning,t1,255,47
seconds,9.526999999999992,,lightning,t5,255,47
seconds,9.547999999999993,,lightning,t1,255,49
seconds,9.567999999999993,,lightning,t4,255,47
seconds,9.590999999999992,,lightning,t0,255,42
seconds,9.625999999999992,,lightning,t1,255,47
seconds,9.652999999999992,,lightning,t0,255,46
seconds,9.67699999999999,,lightning,t4,255,45
seconds,9.71199999999999,,lightning,t1,255,50
seconds,9.732999999999992,,lightning,t5,255,47
seconds,9.754999999999992,,lightning,t4,255,44
seconds,9.783999999999992,,lightning,t5,255,48
seconds,9.816999999999991,,lightning,t4,255,46
seconds,9.850999999999992,,lightning,t0,255,43
seconds,9.876999999999992,,lightning,t4,255,42
seconds,9.896999999999991,,lightning,t1,255,40
seconds,9.919999999999991,,lightning,t5,255,46
seconds,9.953999999999992,,lightning,t0,255,50
seconds,9.983999999999991,,lightning,t5,255,44
seconds,10.01699999999999,,instant,ta,0,ba,0
seconds,10.01699999999999,,special,ms,0,30
