seconds,0,,ta,0,ba,0
seconds,6.377000000000001,,lightning,t1,255,45
seconds,6.476000000000001,,lightning,t5,255,55
seconds,6.578000000000001,,lightning,t4,255,41
seconds,6.662000000000001,,lightning,t1,255,41
seconds,6.746,,lightning,t4,255,58
seconds,6.853000000000001,,lightning,t0,255,50
seconds,6.946000000000001,,lightning,t5,255,41
seconds,7.035000000000001,,lightning,t4,255,47
seconds,7.135000000000001,,lightning,t1,255,43
seconds,7.223000000000001,,lightning,t4,255,59
seconds,7.328000000000001,,lightning,t0,255,50
seconds,7.419000000000001,,lightning,t5,255,46
seconds,7.511000000000001,,lightning,t4,255,40
seconds,7.606000000000001,,lightning,t1,255,42
seconds,7.698,,lightning,t4,255,40
seconds,7.796,,lightning,t1,255,60
seconds,7.915,,lightning,t4,255,47
seconds,8.006,,lightning,t5,255,54
seconds,8.120000000000001,,lightning,t0,255,51
seconds,8.223,,lightning,t1,255,58
seconds,8.323,,lightning,t4,255,43
seconds,8.421000000000001,,lightning,t0,255,55
seconds,8.521,,lightning,t1,255,46
seconds,8.615,,lightning,t0,255,56
seconds,8.712,,lightning,t1,255,44
seconds,8.812,,lightning,t5,255,44
seconds,8.901,,lightning,t0,255,46
seconds,9.0,,lightning,t5,255,45
seconds,9.09,,lightning,t1,255,47
seconds,9.179,,lightning,t4,255,46
seconds,9.273,,lightning,t0,255,42
seconds,9.355,,lightning,t4,255,53
seconds,9.465,,lightning,t0,255,46
seconds,9.554,,lightning,t4,255,53
seconds,9.661,,lightning,t0,255,55
seconds,9.773,,lightning,t5,255,56
seconds,9.875,,lightning,t4,255,57
seconds,9.981,,lightning,t5,255,41
seconds,10.082,,lightning,t4,255,54
seconds,10.180000000000001,,lightning,t5,255,45
seconds,10.276000000000002,,lightning,t1,255,57
seconds,10.381000000000002,,lightning,t0,255,41
seconds,10.471000000000002,,lightning,t5,255,52
seconds,10.574000000000002,,lightning,t0,255,47
seconds,10.677000000000001,,lightning,t4,255,50
seconds,10.785000000000002,,lightning,t1,255,48
seconds,10.890000000000002,,lightning,t0,255,43
seconds,10.979000000000003,,lightning,t4,255,43
seconds,11.070000000000002,,lightning,t0,255,53
seconds,11.168000000000003,,lightning,t4,255,53
seconds,11.270000000000003,,lightning,t5,255,53
seconds,11.375000000000004,,lightning,t0,255,50
seconds,11.480000000000004,,lightning,t1,255,56
seconds,11.589000000000004,,lightning,t4,255,40
seconds,11.672000000000004,,lightning,t5,255,60
seconds,11.773000000000005,,lightning,t4,255,48
seconds,11.862000000000005,,lightning,t1,255,46
seconds,11.968000000000005,,lightning,t5,255,59
seconds,12.068000000000005,,lightning,t1,255,56
seconds,12.179000000000006,,lightning,t5,255,40
seconds,12.277000000000006,,lightning,t1,255,58
seconds,12.394000000000007,,lightning,t4,255,54
seconds,12.504000000000007,,lightning,t5,255,54
seconds,12.609000000000007,,lightning,t0,255,41
seconds,12.709000000000007,,lightning,t1,255,46
seconds,12.804000000000007,,lightning,t5,255,59
seconds,12.913000000000007,,lightning,t4,255,54
seconds,13.013000000000007,,lightning,t5,255,60
seconds,13.127000000000008,,lightning,t0,255,60
seconds,13.239000000000008,,lightning,t5,255,51
seconds,13.340000000000009,,lightning,t0,255,41
seconds,13.440000000000008,,lightning,t1,255,46
seconds,13.531000000000008,,lightning,t4,255,49
seconds,13.629000000000008,,lightning,t5,255,47
seconds,13.736000000000008,,lightning,t1,255,50
seconds,13.842000000000008,,lightning,t5,255,41
seconds,13.938000000000008,,lightning,t4,255,59
seconds,14.039000000000009,,lightning,t5,255,44
seconds,14.129000000000008,,lightning,t0,255,49
seconds,14.232000000000008,,lightning,t5,255,42
seconds,14.328000000000008,,lightning,t1,255,46
seconds,14.425000000000008,,lightning,t0,255,52
seconds,14.519000000000007,,lightning,t5,255,55
seconds,14.621000000000008,,lightning,t1,255,49
seconds,14.714000000000008,,lightning,t0,255,45
seconds,14.799000000000008,,lightning,t4,255,50
seconds,14.908000000000008,,lightning,t1,255,40
seconds,15.006000000000009,,lightning,t0,255,59
seconds,15.12400000000001,,lightning,t4,255,42
seconds,15.21600000000001,,lightning,t1,255,59
seconds,15.31900000000001,,lightning,t5,255,44
seconds,15.41900000000001,,lightning,t4,255,43
seconds,15.513000000000009,,lightning,t0,255,44
seconds,15.60200000000001,,lightning,t1,255,55
seconds,15.71000000000001,,lightning,t4,255,51
seconds,15.80200000000001,,lightning,t1,255,41
seconds,15.903000000000011,,lightning,t5,255,60
seconds,16.01500000000001,,lightning,t4,255,44
seconds,16.11300000000001,,lightning,t5,255,56
seconds,16.222000000000012,,lightning,t1,255,53
seconds,16.33200000000001,,lightning,t4,255,43
seconds,16.426000000000013,,lightning,t5,255,56
seconds,16.53800000000001,,lightning,t1,255,51
seconds,16.63600000000001,,lightning,t0,255,51
seconds,16.74300000000001,,lightning,t5,255,44
seconds,16.84000000000001,,lightning,t1,255,60
seconds,16.94800000000001,,lightning,t4,255,56
seconds,17.048000000000012,,lightning,t5,255,60
seconds,17.161000000000012,,lightning,t4,255,44
seconds,17.26500000000001,,lightning,t1,255,50
seconds,17.37200000000001,,lightning,t5,255,43
seconds,17.46700000000001,,lightning,t4,255,58
seconds,17.57200000000001,,lightning,t0,255,47
seconds,17.67700000000001,,lightning,t4,255,58
seconds,17.78500000000001,,lightning,t0,255,43
seconds,17.86800000000001,,lightning,t1,255,55
seconds,17.96700000000001,,lightning,t5,255,50
seconds,18.07600000000001,,lightning,t1,255,57
seconds,18.18400000000001,,lightning,t4,255,59
seconds,18.290000000000013,,lightning,t1,255,54
seconds,18.403000000000013,,lightning,t0,255,58
seconds,18.507000000000012,,lightning,t5,255,50
seconds,18.601000000000013,,lightning,t1,255,40
seconds,18.699000000000012,,lightning,t5,255,53
seconds,18.799000000000014,,lightning,t1,255,59
seconds,18.903000000000013,,lightning,t5,255,59
seconds,19.013000000000012,,lightning,t0,255,60
seconds,19.11400000000001,,lightning,t1,255,42
seconds,19.21200000000001,,lightning,t5,255,50
seconds,19.315000000000012,,lightning,t0,255,60
seconds,19.420000000000012,,lightning,t5,255,43
seconds,19.522000000000013,,lightning,t4,255,45
seconds,19.627000000000013,,lightning,t1,255,52
seconds,19.723000000000013,,lightning,t5,255,42
seconds,19.821000000000012,,lightning,t4,255,58
seconds,19.93400000000001,,lightning,t1,255,60
seconds,20.037000000000013,,lightning,t4,255,53
seconds,20.138000000000012,,lightning,t0,255,53
seconds,20.23300000000001,,lightning,t5,255,41
seconds,20.31900000000001,,lightning,t0,255,54
seconds,20.41800000000001,,lightning,t1,255,41
seconds,20.50300000000001,,lightning,t5,255,58
seconds,20.61100000000001,,lightning,t1,255,59
seconds,20.71300000000001,,lightning,t4,255,44
seconds,20.810000000000013,,lightning,t5,255,51
seconds,20.912000000000013,,lightning,t4,255,45
seconds,21.006000000000014,,lightning,t0,255,57
seconds,21.104000000000013,,lightning,t1,255,51
seconds,21.202000000000012,,lightning,t4,255,60
seconds,21.305000000000014,,lightning,t0,255,56
seconds,21.418000000000013,,lightning,t1,255,47
seconds,21.516000000000012,,lightning,t0,255,48
seconds,21.618000000000013,,lightning,t5,255,41
seconds,21.714000000000013,,lightning,t0,255,57
seconds,21.82900000000001,,lightning,t4,255,45
seconds,21.923000000000012,,lightning,t1,255,45
seconds,22.016000000000012,,lightning,t0,255,42
seconds,22.09900000000001,,lightning,t4,255,41
seconds,22.196000000000012,,lightning,t1,255,48
seconds,22.304000000000013,,lightning,t5,255,49
seconds,22.411000000000012,,lightning,t1,255,55
seconds,22.51500000000001,,lightning,t0,255,43
seconds,22.609000000000012,,lightning,t5,255,53
seconds,22.720000000000013,,lightning,t1,255,42
seconds,22.808000000000014,,lightning,t4,255,51
seconds,22.916000000000015,,lightning,t1,255,50
seconds,23.006000000000014,,lightning,t5,255,44
seconds,23.092000000000013,,lightning,t4,255,44
seconds,23.196000000000012,,lightning,t5,255,55
seconds,23.30800000000001,,lightning,t4,255,55
seconds,23.41500000000001,,lightning,t5,255,43
seconds,23.51200000000001,,lightning,t0,255,52
seconds,23.60700000000001,,lightning,t1,255,42
seconds,23.70300000000001,,lightning,t4,255,47
seconds,23.79100000000001,,lightning,t5,255,54
seconds,23.88700000000001,,lightning,t4,255,54
seconds,23.987000000000013,,lightning,t0,255,54
seconds,24.089000000000013,,lightning,t4,255,59
seconds,24.194000000000013,,lightning,t1,255,47
seconds,24.300000000000015,,lightning,t4,255,50
seconds,24.401000000000014,,lightning,t0,255,45
seconds,24.493000000000013,,lightning,t1,255,58
seconds,24.596000000000014,,lightning,t4,255,56
seconds,24.693000000000016,,lightning,t0,255,45
seconds,24.790000000000017,,lightning,t4,255,44
seconds,24.881000000000018,,lightning,t5,255,51
seconds,24.977000000000018,,lightning,t0,255,49
seconds,25.073000000000018,,lightning,t4,255,60
seconds,25.18200000000002,,lightning,t5,255,59
seconds,25.28700000000002,,lightning,t1,255,43
seconds,25.37200000000002,,lightning,t0,255,56
seconds,25.48700000000002,,lightning,t5,255,57
seconds,25.59200000000002,,lightning,t4,255,50
seconds,25.68600000000002,,lightning,t0,255,42
seconds,25.77900000000002,,lightning,t4,255,57
seconds,25.890000000000022,,lightning,t5,255,47
seconds,25.98800000000002,,lightning,t1,255,48
seconds,26.08100000000002,,lightning,t0,255,56
seconds,26.18600000000002,,lightning,t4,255,44
seconds,26.27200000000002,,lightning,t0,255,46
seconds,26.37000000000002,,lightning,t1,255,52
seconds,26.46400000000002,,lightning,t0,255,57
seconds,26.56700000000002,,lightning,t1,255,56
seconds,26.667000000000023,,lightning,t4,255,40
seconds,26.76200000000002,,lightning,t5,255,58
seconds,26.87500000000002,,lightning,t1,255,46
seconds,26.97700000000002,,lightning,t0,255,50
seconds,27.080000000000023,,lightning,t4,255,47
seconds,27.167000000000023,,lightning,t0,255,50
seconds,27.26200000000002,,lightning,t4,255,40
seconds,27.34900000000002,,lightning,t5,255,48
seconds,27.44200000000002,,lightning,t1,255,59
seconds,27.544000000000022,,lightning,t5,255,54
seconds,27.653000000000024,,lightning,t1,255,45
seconds,27.747000000000025,,lightning,t4,255,53
seconds,27.856000000000027,,lightning,t0,255,55
seconds,27.955000000000027,,lightning,t1,255,40
seconds,28.035000000000025,,lightning,t0,255,45
seconds,28.129000000000026,,lightning,t4,255,53
seconds,28.233000000000025,,lightning,t0,255,40
seconds,28.321000000000026,,lightning,t4,255,60
seconds,28.434000000000026,,lightning,t5,255,47
seconds,28.530000000000026,,lightning,t0,255,45
seconds,28.615000000000027,,lightning,t1,255,60
seconds,28.72100000000003,,lightning,t5,255,57
seconds,28.837000000000028,,lightning,t1,255,48
seconds,28.93400000000003,,lightning,t4,255,43
seconds,29.02400000000003,,instant,ta,0,ba,0
seconds,29.02400000000003,,special,ms,0,30
