seconds,0,,ta,0,ba,0
seconds,7.492000000000002,,lightning,t0,255,99
seconds,7.698000000000002,,lightning,t5,255,111
seconds,7.921000000000002,,lightning,t4,255,109
seconds,8.143000000000002,,lightning,t0,255,117
seconds,8.382000000000003,,lightning,t4,255,112
seconds,8.614000000000003,,lightning,t0,255,109
seconds,8.834000000000003,,lightning,t5,255,122
seconds,9.070000000000004,,lightning,t4,255,124
seconds,9.315000000000003,,lightning,t5,255,129
seconds,9.574000000000003,,lightning,t0,255,136
seconds,9.832000000000004,,lightning,t1,255,120
seconds,10.069000000000004,,lightning,t4,255,130
seconds,10.328000000000005,,lightning,t5,255,126
seconds,10.584000000000005,,lightning,t0,255,142
seconds,10.855000000000006,,lightning,t1,255,140
seconds,11.121000000000006,,lightning,t0,255,131
seconds,11.381000000000006,,lightning,t1,255,128
seconds,11.653000000000006,,lightning,t5,255,132
seconds,11.935000000000006,,lightning,t0,255,139
seconds,12.214000000000006,,lightning,t1,255,140
seconds,12.491000000000005,,lightning,t0,255,139
seconds,12.773000000000005,,lightning,t4,255,141
seconds,13.041000000000006,,lightning,t5,255,132
seconds,13.299000000000007,,lightning,t0,255,125
seconds,13.557000000000006,,lightning,t4,255,126
seconds,13.806000000000006,,lightning,t1,255,125
seconds,14.055000000000007,,lightning,t5,255,126
seconds,14.313000000000006,,lightning,t1,255,126
seconds,14.560000000000006,,lightning,t5,255,118
seconds,14.790000000000006,,lightning,t1,255,112
seconds,15.028000000000006,,lightning,t5,255,128
seconds,15.266000000000005,,lightning,t1,255,106
seconds,15.492000000000006,,lightning,t4,255,106
seconds,15.711000000000006,,lightning,t5,255,114
seconds,15.937000000000006,,lightning,t0,255,117
seconds,16.154000000000007,,lightning,t4,255,115
seconds,16.372000000000007,,lightning,t1,255,105
seconds,16.578000000000007,,lightning,t5,255,96
seconds,16.769000000000005,,lightning,t4,255,109
seconds,16.976000000000006,,lightning,t0,255,98
seconds,17.172000000000008,,lightning,t1,255,92
seconds,17.360000000000007,,lightning,t0,255,88
seconds,17.532000000000007,,lightning,t4,255,87
seconds,17.717000000000006,,lightning,t1,255,85
seconds,17.891000000000005,,lightning,t4,255,88
seconds,18.061000000000007,,lightning,t1,255,76
seconds,18.213000000000008,,lightning,t4,255,86
seconds,18.38300000000001,,lightning,t1,255,83
seconds,18.54100000000001,,lightning,t5,255,92
seconds,18.71600000000001,,lightning,t4,255,81
seconds,18.871000000000013,,lightning,t1,255,79
seconds,19.038000000000014,,lightning,t5,255,81
seconds,19.203000000000014,,lightning,t1,255,67
seconds,19.336000000000013,,lightning,t0,255,60
seconds,19.458000000000013,,lightning,t5,255,74
seconds,19.612000000000013,,lightning,t4,255,76
seconds,19.744000000000014,,lightning,t5,255,69
seconds,19.882000000000016,,lightning,t4,255,62
seconds,20.000000000000014,,lightning,t1,255,55
seconds,20.120000000000015,,lightning,t4,255,49
seconds,20.235000000000014,,lightning,t0,255,54
seconds,20.350000000000012,,lightning,t5,255,60
seconds,20.46600000000001,,lightning,t0,255,60
seconds,20.586000000000013,,lightning,t5,255,48
seconds,20.685000000000013,,lightning,t0,255,54
seconds,20.780000000000012,,lightning,t4,255,53
seconds,20.889000000000014,,lightning,t1,255,45
seconds,20.982000000000014,,lightning,t0,255,58
seconds,21.083000000000013,,lightning,t1,255,59
seconds,21.199000000000012,,lightning,t5,255,40
seconds,21.290000000000013,,lightning,t0,255,42
seconds,21.392000000000014,,lightning,t1,255,52
seconds,21.500000000000014,,lightning,t4,255,47
seconds,21.601000000000013,,lightning,t5,255,50
seconds,21.693000000000012,,lightning,t4,255,56
seconds,21.80000000000001,,lightning,t5,255,44
seconds,21.900000000000013,,lightning,t4,255,53
seconds,22.000000000000014,,lightning,t5,255,57
seconds,22.101000000000013,,lightning,t1,255,51
seconds,22.209000000000014,,lightning,t4,255,44
seconds,22.312000000000015,,lightning,t5,255,59
seconds,22.427000000000014,,lightning,t0,255,55
seconds,22.531000000000013,,lightning,t4,255,56
seconds,22.64300000000001,,lightning,t0,255,50
seconds,22.75000000000001,,lightning,t5,255,41
seconds,22.850000000000012,,lightning,t0,255,47
seconds,22.943000000000012,,lightning,t5,255,49
seconds,23.03800000000001,,lightning,t0,255,43
seconds,23.12800000000001,,lightning,t1,255,55
seconds,23.231000000000012,,lightning,t4,255,57
seconds,23.328000000000014,,lightning,t1,255,55
seconds,23.436000000000014,,lightning,t5,255,54
seconds,23.530000000000015,,lightning,t0,255,44
seconds,23.619000000000014,,lightning,t5,255,50
seconds,23.729000000000013,,instant,ta,0,ba,0
seconds,23.729000000000013,,special,ms,0,30
